ID,Title,State,State Reason,Number,Created At,Updated At,Closed At,URL,Author,Labels,Assignees,Comments,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,0,0.1,0.2,24,Classification
I_kwDOAJZX9s52kK_W,Lexical kg-cards missing on website after ghost update with zip,CLOSED,COMPLETED,18948.0,2023-11-12T01:51:23Z,2024-05-21T13:46:38Z,2024-05-21T13:46:28Z,https://github.com/TryGhost/Ghost/issues/18948,ASAMedia,,,"ASAMedia (2023-11-12T01:58:12Z): An example from the website I'm running ([lyonel-feininger-gymnasium.de](https://lyonel-feininger-gymnasium.de/)):
It looks like this in the editor 
![grafik](https://github.com/TryGhost/Ghost/assets/41484117/7ae64619-aebd-4858-9ba6-d02f542bfb20)

and like this on the website
![grafik](https://github.com/TryGhost/Ghost/assets/41484117/24c11f2b-89c2-4684-a15c-4d9cb95450bc)

As you can see, the snow picture is nowhere to be seen. 
 | ASAMedia (2023-11-12T14:29:06Z): Ok, I've got some more information:
I looked into the db and found that the images are against my previous claims in fact are NOT present in the lexical field of the post

Here is the code snippet from the working original docker version
```
 receive emails when new content is publishrfed!</p><figure class=""kg-card kg-image-card kg-width-wide""><img src=""__GHOST_URL__/content/images/2023/11/IMG_2658.jpeg"" class=""kg-image"" alt="""" loading=""lazy"" width=""2000"" height=""1500"" srcset=""__GHOST_URL__/content/images/size/w600/2023/11/IMG_2658.jpeg 600w, __GHOST_URL__/content/images/size/w1000/2023/11/IMG_2658.jpeg 1000w, __GHOST_URL__/content/images/size/w1600/2023/11/IMG_2658.jpeg 1600w, __GHOST_URL__/content/images/2023/11/IMG_2658.jpeg 2000w"" sizes=""(min-width: 1200px) 1200px""></figure><figure class=""kg-card kg-image-card""><img src=""__GHOST_URL__/content/images/2023/11/Screenshot-2023-11-11-at-18-42-13-Studienfahrt-nach-Gillingham--Kent-GB--der-9.-Klassen.png"" class=""kg-image"" alt="""" loading=""lazy"" width=""1920"" height=""673"" srcset=""__GHOST_URL__/content/images/size/w600/2023/11/Screenshot-2023-11-11-at-18-42-13-Studienfahrt-nach-Gillingham--Kent-GB--der-9.-Klassen.png 600w, __GHOST_URL__/content/images/size/w1000/2023/11/Screenshot-2023-11-11-at-18-42-13-Studienfahrt-nach-Gillingham--Kent-GB--der-9.-Klassen.png 1000w, __GHOST_URL__/content/images/size/w1600/2023/11/Screenshot-2023-11-11-at-18-42-13-Studienfahrt-nach-Gillingham--Kent-GB--der-9.-Klassen.png 1600w, __GHOST_URL__/content/images/2023/11/Screenshot-2023-11-11-at-18-42-13-Studienfahrt-nach-Gillingham--Kent-GB--der-9.-Klassen.png 1920w"" sizes=""(min-width: 720px) 720px""></figure><hr>
```
And here the one I'm getting with my updated version inside docker
```
 receive emails when new content is publishrfed!</p>
```

**Now the question where does this go wrong?** | ASAMedia (2023-11-12T21:52:42Z): Another Update:
I downloaded the original source files from [5.71.2](https://github.com/TryGhost/Ghost/releases/tag/v5.71.2) build them to an archive with `yarn archive` and used the resulting [ghost-5.71.2.tgz.zip](https://github.com/TryGhost/Ghost/files/13329268/ghost-5.71.2.tgz.zip) to update the ghost 5.71.0-alpine docker.

Result: 
The problem is still occuring the same way as before :(

So it seems like in the build or update process the reference to the js for the kg-cards/nodes goes missing.
I will attach some log info below, where the missing functions/attr are named when clicking the save/update button in the lexical-editor:
<details>
<summary>log output</summary>
<br>
<code>
lfg-ghost    | CodeBlockNode must implement static ""getType"" method
lfg-ghost    | CodeBlockNode must implement static ""clone"" method
lfg-ghost    | CodeBlockNode must implement ""decorate"" method
lfg-ghost    | CodeBlockNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | CodeBlockNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | ImageNode must implement static ""getType"" method
lfg-ghost    | ImageNode must implement static ""clone"" method
lfg-ghost    | ImageNode must implement ""decorate"" method
lfg-ghost    | ImageNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | MarkdownNode must implement static ""getType"" method
lfg-ghost    | MarkdownNode must implement static ""clone"" method
lfg-ghost    | MarkdownNode must implement ""decorate"" method
lfg-ghost    | MarkdownNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | MarkdownNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | VideoNode must implement static ""getType"" method
lfg-ghost    | VideoNode must implement static ""clone"" method
lfg-ghost    | VideoNode must implement ""decorate"" method
lfg-ghost    | VideoNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | AudioNode must implement static ""getType"" method
lfg-ghost    | AudioNode must implement static ""clone"" method
lfg-ghost    | AudioNode must implement ""decorate"" method
lfg-ghost    | AudioNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | AudioNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | CalloutNode must implement static ""getType"" method
lfg-ghost    | CalloutNode must implement static ""clone"" method
lfg-ghost    | CalloutNode must implement ""decorate"" method
lfg-ghost    | CalloutNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | CalloutNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | HorizontalRuleNode must implement static ""getType"" method
lfg-ghost    | HorizontalRuleNode must implement static ""clone"" method
lfg-ghost    | HorizontalRuleNode must implement ""decorate"" method
lfg-ghost    | HorizontalRuleNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | HorizontalRuleNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | HtmlNode must implement static ""getType"" method
lfg-ghost    | HtmlNode must implement static ""clone"" method
lfg-ghost    | HtmlNode must implement ""decorate"" method
lfg-ghost    | HtmlNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | HtmlNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | FileNode must implement static ""getType"" method
lfg-ghost    | FileNode must implement static ""clone"" method
lfg-ghost    | FileNode must implement ""decorate"" method
lfg-ghost    | FileNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | ToggleNode must implement static ""getType"" method
lfg-ghost    | ToggleNode must implement static ""clone"" method
lfg-ghost    | ToggleNode must implement ""decorate"" method
lfg-ghost    | ToggleNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | ToggleNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | ButtonNode must implement static ""getType"" method
lfg-ghost    | ButtonNode must implement static ""clone"" method
lfg-ghost    | ButtonNode must implement ""decorate"" method
lfg-ghost    | ButtonNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | ButtonNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | HeaderNode must implement static ""getType"" method
lfg-ghost    | HeaderNode must implement static ""clone"" method
lfg-ghost    | HeaderNode must implement ""decorate"" method
lfg-ghost    | HeaderNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | HeaderNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | BookmarkNode must implement static ""getType"" method
lfg-ghost    | BookmarkNode must implement static ""clone"" method
lfg-ghost    | BookmarkNode must implement ""decorate"" method
lfg-ghost    | PaywallNode must implement static ""getType"" method
lfg-ghost    | PaywallNode must implement static ""clone"" method
lfg-ghost    | PaywallNode must implement ""decorate"" method
lfg-ghost    | PaywallNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | PaywallNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | ProductNode must implement static ""getType"" method
lfg-ghost    | ProductNode must implement static ""clone"" method
lfg-ghost    | ProductNode must implement ""decorate"" method
lfg-ghost    | ProductNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | EmbedNode must implement static ""getType"" method
lfg-ghost    | EmbedNode must implement static ""clone"" method
lfg-ghost    | EmbedNode must implement ""decorate"" method
lfg-ghost    | EmbedNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | EmbedNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | EmailNode must implement static ""getType"" method
lfg-ghost    | EmailNode must implement static ""clone"" method
lfg-ghost    | EmailNode must implement ""decorate"" method
lfg-ghost    | EmailNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | EmailNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | GalleryNode must implement static ""getType"" method
lfg-ghost    | GalleryNode must implement static ""clone"" method
lfg-ghost    | GalleryNode must implement ""decorate"" method
lfg-ghost    | GalleryNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | GalleryNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | EmailCtaNode must implement static ""getType"" method
lfg-ghost    | EmailCtaNode must implement static ""clone"" method
lfg-ghost    | EmailCtaNode must implement ""decorate"" method
lfg-ghost    | EmailCtaNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | EmailCtaNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | SignupNode must implement static ""getType"" method
lfg-ghost    | SignupNode must implement static ""clone"" method
lfg-ghost    | SignupNode must implement ""decorate"" method
lfg-ghost    | SignupNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | SignupNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | CollectionNode must implement static ""getType"" method
lfg-ghost    | CollectionNode must implement static ""clone"" method
lfg-ghost    | CollectionNode must implement ""decorate"" method
lfg-ghost    | CollectionNode should implement ""importJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | CollectionNode should implement ""exportJSON"" method to ensure JSON and default HTML serialization works as expected
lfg-ghost    | [2023-11-12 21:53:13] INFO Adding one-off job to queue with current length = 0 called 'sendWebmentions'
lfg-ghost    | [2023-11-12 21:53:13] INFO ""PUT /ghost/api/admin/posts/654ff84b2fecd90001949776/?formats=mobiledoc%2Clexical&save_revision=1&include=tags%2Cauthors%2Cauthors.roles%2Cemail%2Ctiers%2Cnewsletter%2Ccount.clicks%2Cpost_revisions%2Cpost_revisions.author"" 200 133ms

</code>
</details> | sergiosgc (2023-11-28T18:17:26Z): Something in the build system is broken. I build my docker instance similar to how you do it, and since 5.71.0, at least, I get two `kg-default-nodes` modules, one in `ghost/node_modules/@tryghost` and one in `ghost/ghost/core/node_modules/@tryghost`. Removing `ghost/ghost/core/node_modules` fixes the issue.

The duplicate module import creates two definitions of [KoenigDecoratorNode](https://github.com/TryGhost/Koenig/blob/d472dd6f74d5123edb202a51317cb42004e44a13/packages/kg-default-nodes/lib/KoenigDecoratorNode.js). This causes the `instanceof` test in `$isKoenigCard` to fail, which causes [`exportTopLevelElementOrDecorator`](https://github.com/TryGhost/Koenig/blob/d472dd6f74d5123edb202a51317cb42004e44a13/packages/kg-lexical-html-renderer/lib/convert-to-html-string.js#L37) to fail on elements where `$isKoenigCard` should return true but returns false (Images and Cards, at least).

I know very little about Ghost's build system, but someone with more knowledge than me should be able to fix this fairly quickly.

The official images do not exhibit this problem. They may be building ghost differently. | ASAMedia (2023-11-29T16:05:04Z): Wow great! Thanks @sergiosgc
That will solve the issue till a fix is implemented. 

Looks like `kg-default-nodes` is imported here `""@tryghost/kg-default-nodes"": ""0.2.9"",` in the [ghost/core/package.json](https://github.com/TryGhost/Ghost/blob/main/ghost/core/package.json#L105) 
and 
here `const {DEFAULT_NODES} = require('@tryghost/kg-default-nodes');` in the [ghost/core/core/server/lib/lexical.js](https://github.com/TryGhost/Ghost/blob/8fc6fef1685f216eef8eece40c3a38d7225beeb8/ghost/core/core/server/lib/lexical.js#L14)

When I delete the line in the `package.json` and build, everything works as expected.

Maybe this could be a valid **fix**? | hsarji (2023-12-17T15:03:22Z): This problem seems to impact Ghost(Pro) subscribers as well. I have a JavaScript code that uses the Admin API JavaScript Client that updates the content of one post. It used to work but now isn't working. I am seeing no errors. The post history shows that it is being updated but the content isn't changing. If I recall correctly, the source for the blog post used to show that it uses a markdown card. Now, I don't see a markdown class in the post's source. 

I tried troubleshooting the code for several hours with the help of Bing AI to no avail. I agree, partially, with its observation:

> The issue affects the mobiledoc format for posts, which is used by the Ghost API. The mobiledoc format is a JSON document that defines the structure and content of a post using cards, atoms, and markups. The problem is that the Ghost API is not creating the cards correctly, resulting in empty or corrupted posts.

I think the problem is that the API isn't creating the cards, so my post's history shows it is being updated but the Markdown card inside the post isn't changing.  | github-actions (2024-04-15T16:04:32Z): Our bot has automatically marked this issue as stale because there has not been any activity here in some time.

The issue will be closed soon if there are no further updates, however we ask that you do not post comments to keep the issue open if you are not actively working on a PR.

We keep the issue list minimal so we can keep focus on the most pressing issues. Closed issues can always be reopened if a new contributor is found. Thank you for understanding 🙂 | daniellockyer (2024-05-21T13:46:28Z): This should be fixed now!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,Duplicate
I_kwDOAJZX9s50nTEy,Discord webhooks don't seem to function anymore (via Slack integration),CLOSED,NOT_PLANNED,18723.0,2023-10-23T06:39:33Z,2023-10-23T09:19:22Z,2023-10-23T09:19:11Z,https://github.com/TryGhost/Ghost/issues/18723,elijahsgh,,,daniellockyer (2023-10-23T09:19:11Z): Duplicate of https://github.com/TryGhost/Ghost/issues/17452 - please see the solution in there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
I_kwDOAJZX9s5zlDL9,Please merge #15989,CLOSED,NOT_PLANNED,18590.0,2023-10-12T03:05:58Z,2023-10-13T06:48:08Z,2023-10-13T05:28:09Z,https://github.com/TryGhost/Ghost/issues/18590,samiy803,,,"itsAnuga (2023-10-12T12:03:07Z): Sadly an issue with this project, it looks good on the outside, but management is kind off all over the place. | daniellockyer (2023-10-13T06:48:07Z): Duplicate of discussion in https://github.com/TryGhost/Ghost/pull/15989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
I_kwDOAJZX9s5wndNv,mail__from environment variable ignored or overridden,CLOSED,NOT_PLANNED,18047.0,2023-09-10T23:43:49Z,2023-09-17T17:55:31Z,2023-09-15T08:06:09Z,https://github.com/TryGhost/Ghost/issues/18047,gemorgan,,,"markstos (2023-09-13T20:04:57Z): (fellow Ghost user here)

There are some places in the Ghost source code where `noreply@` or `ghost@` is currently used.  

Also, the ""mail domain"" assumes it will match the URL, which might not always been true. See here:

https://github.com/TryGhost/Ghost/blob/main/ghost/core/core/server/services/settings-helpers/SettingsHelpers.js#L86

I've started to improve this area of the code with a pull request that at least merges the `ghost@` and `noreply@` cases:

https://github.com/TryGhost/Ghost/pull/17966

But I agree that users should also be able to override the ""mail domain"".  Besides your case of sub-domain vs top-level domain, sometimes organizations put a blog on a related domain, but what mail to go out through a relate domain. 

Using `config.mail.from` in more places when it's defined seems like a logical improvement.  | daniellockyer (2023-09-15T08:06:09Z): I'm actually going to close this as a duplicate of https://github.com/TryGhost/Ghost/issues/12802 - there's a much bigger discussion going on over there | gemorgan (2023-09-17T17:55:31Z): Cool. Thanks for the pointer to main discussion.

On Fri, Sep 15 2023 at 01:06:21 AM -07:00:00, Daniel Lockyer 
***@***.***> wrote:
> Closed #18047 <https://github.com/TryGhost/Ghost/issues/18047> as not 
> planned.
> 
> —
> Reply to this email directly, view it on GitHub 
> <https://github.com/TryGhost/Ghost/issues/18047#event-10380414615>, 
> or unsubscribe 
> <https://github.com/notifications/unsubscribe-auth/AAAHMDSR2MBVEIOFGV7AIHLX2QD73ANCNFSM6AAAAAA4SP3ZUQ>.
> You are receiving this because you authored the thread.Message ID: 
> ***@***.***>
> 

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
I_kwDOAJZX9s5vEkOv,Staff new sign ups email notifications has a wrong from email address,CLOSED,COMPLETED,17799.0,2023-08-23T14:35:03Z,2023-08-25T02:26:37Z,2023-08-25T02:26:21Z,https://github.com/TryGhost/Ghost/issues/17799,MFYDev,,,"markstos (2023-08-25T01:02:12Z): The same support request has been submitted on the Ghost Forum. I've asked the author there to delete this duplicate. 

https://forum.ghost.org/t/staff-new-sign-ups-email-notifications-has-a-wrong-from-email-address/40671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
I_kwDOAJZX9s5oqioK,[iCloud mail setting] From address is not one of your addresses,CLOSED,NOT_PLANNED,17012.0,2023-06-14T03:25:09Z,2023-06-20T15:37:52Z,2023-06-20T15:37:42Z,https://github.com/TryGhost/Ghost/issues/17012,thanhpt-25,,,"markstos (2023-06-14T18:58:13Z): This does not appear to be a bug to me. Email systems require that emails be sent from a valid address to avoid email spoofing, and the order of the primary value and default ""config"" value look correct. 

It seems either you need to set up `noreply` as a valid email address or use a different address.  An email address can be still be valid, yet not respond to replies. It might even bounce messages it receives.  | daniellockyer (2023-06-20T15:37:41Z): Closing as a duplicate of https://github.com/TryGhost/Ghost/issues/12802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
I_kwDOAJZX9s5kM1-J,"Code injection Site Header does not work when setting ""sodoSearch"": { ""url"": false }",CLOSED,NOT_PLANNED,16706.0,2023-04-24T11:50:28Z,2023-06-21T02:35:02Z,2023-06-15T13:46:58Z,https://github.com/TryGhost/Ghost/issues/16706,ZhelinCheng,,,"daniellockyer (2023-06-15T13:46:58Z): Closing as a duplicate of https://github.com/TryGhost/Ghost/issues/16120 | ZhelinCheng (2023-06-21T02:35:01Z): @daniellockyer I have installed the latest version, but the issue still persists.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
I_kwDOAJZX9s5i-Jd-,image gallery broken when sodoSearch.url == false ,CLOSED,NOT_PLANNED,16601.0,2023-04-10T08:45:43Z,2023-04-10T11:29:30Z,2023-04-10T11:29:17Z,https://github.com/TryGhost/Ghost/issues/16601,smoebody,,,"smoebody (2023-04-10T08:59:56Z): I forgot to mention, that i disabled the sodoSearch and the portal. | daniellockyer (2023-04-10T11:29:17Z): Closing as a duplicate of https://github.com/TryGhost/Ghost/issues/16120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
I_kwDOAJZX9s5dUlXX,How to enable assets admin-auth cards on ghost 5.33.1,CLOSED,COMPLETED,16214.0,2023-02-01T08:38:15Z,2023-02-02T12:58:08Z,2023-02-02T12:57:54Z,https://github.com/TryGhost/Ghost/issues/16214,testing-88,,,"ErisDS (2023-02-02T12:57:54Z): Duplicate of https://github.com/TryGhost/Ghost/issues/14278.

@monty88 you already posted on the open issue, please don't waste precious maintainer time with duplicates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
I_kwDOAJZX9s5aBtJl,Improve error message for YouTube videos that disabled embedding,CLOSED,COMPLETED,16048.0,2022-12-25T19:14:33Z,2023-05-04T23:06:04Z,2023-05-04T23:06:04Z,https://github.com/TryGhost/Ghost/issues/16048,shafy,bug,cmraible,"ErisDS (2023-01-02T19:25:53Z): Hey there, thank you so much for the detailed bug report.

That does look like something that shouldn't happen! A PR to fix this issue would be very welcome 🙂 | shafy (2023-01-03T13:28:23Z): Thanks @ErisDS ! I'm not sure I have a lot of spare time in the next weeks, so if anybody else reading this wants to swoop in, feel free! Otherwise, I'll keep it in mind and might get back to it eventually 😇 | harshmange44 (2023-01-08T12:43:59Z): @ErisDS @shafy Hey, I would like to work on this one | cmraible (2023-01-11T00:47:07Z): This issue seems to duplicate [issue 10624](https://github.com/TryGhost/Ghost/issues/10624). I traced the problem back to  [oembed-extractor](https://github.com/extractus/oembed-extractor), which Ghost uses to extract the oembed payload from the provider (in this case Youtube). The `extract(url)` function doesn't catch the error and passes the payload directly back to Ghost, which is expecting JSON but instead receives `Unauthorized` and gets confused.

Opened [issue 168](https://github.com/extractus/oembed-extractor/issues/168) with oembed-extractor to see if the author can add in some error handling for this case — [issue 39](https://github.com/extractus/oembed-extractor/issues/39) (same issue) was previously closed because the author couldn't replicate the issue, but I've been able to reliably replicate it with the Youtube URL linked above so hopefully should be able to get it resolved this time. | cmraible (2023-01-18T16:24:19Z): Status update: PR is ready and approved to merge, but we want to be careful with deployment/rollout.

Last time we updated the `oembed-parser` package in Pro (~1 year ago), it created a lot of 422 errors. Since we are again trying to upgrade the `oembed-parser` package again, we want to carefully deploy this to a subset of Pro users, monitor and if successful, then deploy more widely. As such, we are waiting on the right timing to do this merge so that we have a little time to babysit this rollout.  | cmraible (2023-05-04T23:06:04Z): New error message: 
<img width=""761"" alt=""CleanShot 2023-05-04 at 16 05 37@2x"" src=""https://user-images.githubusercontent.com/5412422/236348512-e72a8afa-4e15-42ea-8175-990c7c774675.png"">

Fixed with this commit: https://github.com/TryGhost/Ghost/commit/27e4523aec3790d2280fbc267d178e145f8b9079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
I_kwDOAJZX9s5WOAyt,Load error of posts in admin backend since version `5.21.0`,CLOSED,COMPLETED,15813.0,2022-11-12T16:25:05Z,2022-11-14T17:33:06Z,2022-11-14T17:32:54Z,https://github.com/TryGhost/Ghost/issues/15813,SimJoSt,,,"gllmhyt (2022-11-13T11:22:54Z): Same error with more or less the same configuration. Website is unusable after a few updates and could lead to serious downtime if we have to rollback all the way to the mentionned version | KazaiMazai (2022-11-13T15:25:17Z): Hey! 
Have a look at this issue: https://github.com/TryGhost/Ghost/issues/15806
It might be a solution for you  | ErisDS (2022-11-14T17:32:54Z): Duplicate of #15729 / #15806 - You're using an unsupported database. Ghost 5.0 only supports MySQL 8 as documented here: https://ghost.org/docs/changes/#ghost-50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
I_kwDOAJZX9s5Vhw91,Migration update from 5.17.1 to 5.22.4 failed,CLOSED,COMPLETED,15766.0,2022-11-03T16:06:09Z,2022-11-03T16:59:52Z,2022-11-03T16:58:57Z,https://github.com/TryGhost/Ghost/issues/15766,Zagur,,,ErisDS (2022-11-03T16:58:57Z): Duplicate of https://github.com/TryGhost/Ghost/issues/15743 - you also need to upgrade mysql to v8 as Ghost v5 does not support mysql 5. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Duplicate
